[pkrbot] pkrbot already available
[bot] init python=3.7.17
[bot] cwd=/home/lunaris/build/pokerbots/neuropoker
[bot] executable=/usr/bin/python3.7
[bot] sys.path[0:3]=['/home/lunaris/build/pokerbots/neuropoker', '/usr/lib/python37.zip', '/usr/lib/python3.7']
[bot] preflop decision action=CheckAction equity=0.350 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.252 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CheckAction equity=0.144 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.483 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.266 pot_odds=0.250 continue_cost=2 pot_total=6 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] round=101 bankroll=1489 clock=59.42
[bot] preflop decision action=FoldAction equity=0.321 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] round_over=101 delta=-1
[bot] preflop decision action=CheckAction equity=0.131 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.256 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CheckAction equity=0.309 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.191 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CheckAction equity=0.237 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.219 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CheckAction equity=0.086 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.214 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CheckAction equity=0.289 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.073 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CheckAction equity=0.110 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.455 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.342 pot_odds=0.497 continue_cost=398 pot_total=402 legal={<class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.220 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
